kernel,gsize,device,input_bytes,output_bytes,samples,device_mean,device_median,device_var,hostcode_mean,hostcode_median,hostcode_var,transfer_mean,transfer_median,transfer_var
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,100,CPU,408,800,200,0.31927463,0.17482999999999999,0.329929390706903,0.554434061050415,0.41615962982177734,0.33115446164941886,0.23515943105041506,0.2312260095214844,0.0034709792946411694
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,200,CPU,808,1600,200,0.26577231,0.199785,0.052429512354773895,0.7006287574768066,0.45478343963623047,7.107509363066811,0.43485644747680663,0.24098476806640626,7.082426514186682
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,100,CPU,820,400,200,1.016676075,0.8800899999999999,0.49736262537847936,1.353684663772583,1.2210607528686523,0.5017682388924527,0.33700858877258305,0.3324306365966797,0.0059930969595378605
npb-3.3-BT-rhs_norm,200,CPU,3212,3200,200,1.315472595,0.18767499999999998,21.28580323936797,1.6549873352050781,0.5282163619995117,21.222942972917735,0.33951474020507816,0.3330210275268555,0.014084810541531477
npb-3.3-SP-ninvr,100,CPU,812,800,200,0.33252484499999996,0.19751549999999998,0.27350348916879097,0.73067307472229,0.48422813415527344,2.976638943026444,0.39814822972229,0.27955587677001953,2.7132146490931635
npb-3.3-SP-rhs_norm,300,CPU,4812,4800,200,2.2882352999999998,0.229175,83.8810092597832,2.700681686401367,0.5698204040527344,84.6098850632643,0.41244638640136727,0.3299734783935547,1.3544105651053113
nvidia-4.2-MatVecMul-MatVecMulCoalesced0,100,CPU,1208,800,200,0.34195930999999996,0.21733999999999998,0.7262587552782938,0.603787899017334,0.47838687896728516,0.7401432787389695,0.261828589017334,0.23956302764892579,0.015803652612720435
nvidia-4.2-MatVecMul-MatVecMulCoalesced0,200,CPU,2408,1600,200,0.43315919999999997,0.33328,0.18006954990791,0.8462190628051758,0.6306171417236328,2.613364291619291,0.4130598628051758,0.28922603076171877,2.4502298050768148
nvidia-4.2-MatVecMul-MatVecMulUncoalesced0,100,CPU,808,400,200,0.327269375,0.19283999999999998,0.24760536565714433,0.5915701389312744,0.45561790466308594,0.2637279035511142,0.26430076393127444,0.25455713470458985,0.01480753971863407
nvidia-4.2-MatVecMul-MatVecMulUncoalesced1,300,CPU,2408,1200,200,0.316397245,0.248185,0.05494774774750497,0.7262873649597168,0.48089027404785156,6.243441139707784,0.4098901199597168,0.22510410510253906,6.140317397563831
polybench-gpu-1.0-2mm-mm2_kernel2,100,CPU,1212,400,200,0.303937955,0.198925,0.15823095066363296,0.7767283916473389,0.4633665084838867,8.82668989946609,0.4727904366473389,0.25272558227539066,8.6976578107303
polybench-gpu-1.0-2mm-mm2_kernel2,200,CPU,2412,800,200,0.327616075,0.24961499999999998,0.10859317254321937,0.87127685546875,0.5320310592651367,12.028670557810983,0.54366078046875,0.2880025881958008,11.975317620298757
polybench-gpu-1.0-2mm-mm2_kernel2,300,CPU,3612,1200,200,0.341756145,0.21844999999999998,0.22360618033958396,0.7112348079681396,0.5043745040893555,1.9134875285985231,0.36947866296813964,0.2686429804077149,1.710051124547264
polybench-gpu-1.0-2mm-mm2_kernel2,400,CPU,4812,1600,200,0.328136575,0.204815,0.20247788401319436,0.6712019443511963,0.44918060302734375,2.0164643174425123,0.3430653693511963,0.23922248278808605,1.8201058547695226
polybench-gpu-1.0-2mm-mm2_kernel2,500,CPU,6012,2000,200,0.34643672,0.218405,0.1301891859431616,0.6002283096313477,0.4749298095703125,0.13629836862492084,0.2537915896313477,0.23935744567871095,0.009217538135701763
