kernel,gsize,device,input_bytes,output_bytes,samples,device_mean,device_median,device_var,hostcode_mean,hostcode_median,hostcode_var,transfer_mean,transfer_median,transfer_var
amd-app-sdk-3.0-BinomialOption-binomial_options,1000,CPU,48004,48000,200,1.676285055,0.698094,3.8768510404906116,3.051295280456543,0.9268522262573242,288.1821416779303,1.375010225456543,0.17937354956054685,276.1785770253278
amd-app-sdk-3.0-BinomialOption-binomial_options,3000,CPU,144004,144000,200,1.401875195,0.8432985,1.347805507704617,2.7490174770355225,1.004934310913086,277.9782284391544,1.3471422820355226,0.17648373736572268,267.244787816229
amd-app-sdk-3.0-BinomialOption-binomial_options,5000,CPU,240004,240000,200,3.35612348,1.6525265,11.938322847319668,4.766504764556885,1.8488168716430664,301.3841588177172,1.410381284556885,0.19737793627929692,286.91155412977315
amd-app-sdk-3.0-BinomialOption-binomial_options,7000,CPU,336004,336000,200,4.330174045,1.4067059999999998,20.739096578574422,4.5432209968566895,1.5975236892700195,20.95140299431364,0.21304695185668962,0.20157096942138675,0.008668390686795978
amd-app-sdk-3.0-BinomialOption-binomial_options,9000,CPU,432004,432000,200,10.221874385,2.7488675,123.72201200258579,11.495599746704102,3.5338401794433594,335.10289700236626,1.273725361704102,0.18892500067138734,231.8932744710391
amd-app-sdk-3.0-BinomialOption-binomial_options,11000,CPU,528004,528000,200,9.89083629,2.2539935,119.0426542050428,11.170012950897217,2.563595771789551,325.892378571956,1.2791766608972173,0.20453611718750042,226.54643384283696
amd-app-sdk-3.0-BinomialOption-binomial_options,13000,CPU,624004,624000,200,12.091261614999999,1.4399715,196.38090076150382,13.446519374847412,1.6241073608398438,435.592611131932,1.3552577598474127,0.19031754443359378,265.0806394075268
amd-app-sdk-3.0-BinomialOption-binomial_options,15000,CPU,720004,720000,200,14.019097969999999,1.1623575000000002,313.71187519889895,14.207781553268433,1.383662223815918,314.6402307609705,0.18868358326843324,0.17572699041748047,0.00793035392741298
amd-app-sdk-3.0-BinomialOption-binomial_options,17000,CPU,816004,816000,200,16.91467479,2.166863,445.5180372162967,17.117689847946167,2.3131370544433594,446.6440976172507,0.20301505794616762,0.18115400891113287,0.009269775753821907
amd-app-sdk-3.0-BinomialOption-binomial_options,19000,CPU,912004,912000,200,21.55541687,1.4312049999999998,689.177854543856,21.76146626472473,2.051830291748047,690.189236768957,0.20604939472473233,0.19912198229980393,0.008642312079337269
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,1000,CPU,4008,8000,200,0.54461735,0.3735575,0.24726698443572748,1.2910759449005127,0.5272626876831055,68.27168679977689,0.7464585949005127,0.1504179969482422,68.33610521143045
amd-app-sdk-3.0-PrefixSum-group_prefixSum,1000,CPU,8008,8000,200,0.88991416,0.507393,0.5703739033553944,3.013792037963867,0.6979703903198242,752.7478148763521,2.123877877963867,0.18063686297607423,743.7628305710282
amd-app-sdk-3.0-PrefixSum-group_prefixSum,3000,CPU,24008,24000,200,0.558218735,0.4605625,0.19224138834734475,2.4655115604400635,0.6351470947265625,605.6264256371819,1.9072928254400636,0.17772468139648445,591.1780735240959
amd-app-sdk-3.0-PrefixSum-group_prefixSum,5000,CPU,40008,40000,200,0.686092495,0.4757315,0.5077093769006399,2.817213535308838,0.6515979766845703,786.3891542500312,2.131121040308838,0.16888582147216796,760.3610420318871
amd-app-sdk-3.0-PrefixSum-group_prefixSum,7000,CPU,56008,56000,200,0.690776565,0.5616125000000001,0.25333002074667577,0.8945250511169434,0.7468461990356445,0.2900739430003796,0.2037484861169434,0.1833881361083985,0.009823612396342588
amd-app-sdk-3.0-PrefixSum-group_prefixSum,9000,CPU,72008,72000,200,0.9680658449999999,0.49525399999999997,2.8649133138833305,3.1582462787628174,0.6543397903442383,868.4050139623296,2.1901804337628175,0.15560363555908202,813.9389670942422
amd-app-sdk-3.0-PrefixSum-group_prefixSum,11000,CPU,88008,88000,200,0.73172182,0.446401,2.197194317268407,2.9209887981414795,0.597834587097168,887.2223053509615,2.1892669781414793,0.1497796011962891,822.4837812078141
amd-app-sdk-3.0-PrefixSum-group_prefixSum,13000,CPU,104008,104000,200,0.805917955,0.4802765,3.218366890889163,2.9452502727508545,0.6302595138549805,867.8435747270541,2.1393323177508545,0.14172198931884766,786.5827885594038
amd-app-sdk-3.0-PrefixSum-group_prefixSum,15000,CPU,120008,120000,200,0.8750887549999999,0.5137579999999999,2.9013331875114545,1.0484826564788818,0.6742477416992188,3.12981609658749,0.17339390147888187,0.1565947630004883,0.01618578486499574
amd-app-sdk-3.0-PrefixSum-group_prefixSum,17000,CPU,136008,136000,200,1.00273149,0.5174559999999999,4.787313295542999,3.2039809226989746,0.6772279739379883,924.5457383900145,2.2012494326989747,0.14571781713867188,832.8685938877251
amd-app-sdk-3.0-PrefixSum-group_prefixSum,19000,CPU,152008,152000,200,1.0794625199999999,0.5421765000000001,6.10549732773183,3.197343349456787,0.6923675537109375,862.031058129736,2.1178808294567872,0.14469355255126953,768.4492028107129
amd-app-sdk-3.0-Reduction-reduce,1000,CPU,32000,32000,200,0.463660115,0.4169925,0.19738593697460177,1.375110149383545,0.5872249603271484,112.92852396781541,0.911450034383545,0.14350428381347657,112.89998971491703
amd-app-sdk-3.0-Reduction-reduce,3000,CPU,96000,96000,200,0.50854099,0.38775149999999997,0.3527200385959099,1.410825252532959,0.5723237991333008,108.45251876702946,0.902284262532959,0.15024534960937502,108.32531810285596
