"kernel","gsize","device","input_bytes","output_bytes","samples","device_mean","device_median","device_var","hostcode_mean","hostcode_median","hostcode_var","transfer_mean","transfer_median","transfer_var","machine"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","15000","IntelXeonCPU","120000","60000","200","0.1173690199999999","0.1176724999999999","0.0004360174213895","0.1802098751068115","0.1796483993530273","0.0006493083887448","0.0628408551068115","0.061525155090332","0.0002459969570518","gold2"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","17000","IntelXeonCPU","136000","68000","200","0.127205485","0.1161784999999999","0.0136377805569197","0.2074074745178222","0.1780986785888672","0.0335702063182452","0.0802019895178222","0.0617746419677734","0.0191256169616108","gold2"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","19000","IntelXeonCPU","152000","76000","200","0.1168545699999999","0.1162129999999999","0.000383650810505","0.2123737335205078","0.1802444458007812","0.0367367711305632","0.0955191635205078","0.0614547457885742","0.0361783375085618","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","1000","IntelXeonCPU","4000","4000","200","0.0602098649999999","0.04936","0.0006228350008367","0.1287770271301269","0.1189708709716796","0.0009772863393209","0.0685671621301269","0.0660812529296875","0.0002446964317342","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","3000","IntelXeonCPU","12000","12000","200","0.05518098","0.0468404999999999","0.0004489255756095","0.1739501953125","0.1128911972045898","0.0643028573676929","0.1187692153125","0.0625088600463867","0.0638205450563968","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","5000","IntelXeonCPU","20000","20000","200","0.053008055","0.0443535","0.0003995182141719","0.1162111759185791","0.1074075698852539","0.0007065974827469","0.0632031209185791","0.061944463317871","0.0002268541905402","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","7000","IntelXeonCPU","28000","28000","200","0.06583477","0.056977","0.000469467576897","0.1278328895568847","0.1189708709716796","0.0007884899048349","0.0619981195568847","0.0595575584106445","0.0002037103937288","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","9000","IntelXeonCPU","36000","36000","200","0.060019565","0.0532765","0.0001424471353157","0.1200497150421142","0.1108646392822265","0.0004203144143843","0.0600301500421142","0.0572081742553711","0.0002097892957219","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","11000","IntelXeonCPU","44000","44000","200","0.06194769","0.0589399999999999","6.06954808139e-05","0.1200294494628906","0.1151561737060546","0.0003362649977134","0.0580817594628906","0.0557465338134765","0.000218744549782","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","13000","IntelXeonCPU","52000","52000","200","0.071081955","0.0683709999999999","3.7987823432975e-05","0.1344943046569824","0.1304149627685547","0.0002902941048432","0.0634123496569824","0.0616620086669921","0.0002339188206188","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","15000","IntelXeonCPU","60000","60000","200","0.086272515","0.0768899999999999","0.0073641761527597","0.2184796333312988","0.1349449157714843","0.0919601707835227","0.1322071183312988","0.0567122764282226","0.0833781650360434","gold2"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","17000","IntelXeonCPU","68000","68000","200","0.093618305","0.083436","0.0075202123821919","0.2210915088653564","0.143289566040039","0.084845656793675","0.1274732038653564","0.0579799026489257","0.0769684678950466","gold2"
