"gsize","cpugpu","device","output_bytes","device_mean","transfer_mean","machine","hostcode_mean","devicetransfer","kernel","input_bytes"
"19000","gpu","GeForceGTX","76000","0.0097752","0.2597605799530029","gold2","0.2695357799530029","0.2695357799530029","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","gpu","NvidiaA100","76000","0.00931328","0.1350110226733398","epyc7","0.1443243026733398","0.1443243026733398","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","gpu","Tesla_V100_SXM2_32GB","76000","0.0060463999999999","0.2225934410797119","silver1","0.2286398410797119","0.2286398410797118","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","gpu","QuadroM4000","76000","0.0077719999999999","0.2227728055267334","dungani","0.2305448055267334","0.2305448055267333","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","gpu","TeslaK40","76000","0.00823952","0.2323081370129394","dungani","0.2405476570129394","0.2405476570129394","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"1000","gpu","GeForceGTX","4000","0.0106655999999999","0.2093041494506836","gold2","0.2199697494506836","0.2199697494506834","amd-app-sdk-3.0-SobelFilter-sobel_filter","4000"
"1000","gpu","NvidiaA100","4000","0.00887808","0.1470643600329589","epyc7","0.1559424400329589","0.1559424400329589","amd-app-sdk-3.0-SobelFilter-sobel_filter","4000"
"1000","gpu","Tesla_V100_SXM2_32GB","4000","0.00709632","0.1711120311352539","silver1","0.1782083511352539","0.1782083511352538","amd-app-sdk-3.0-SobelFilter-sobel_filter","4000"
"1000","gpu","QuadroM4000","4000","0.00651504","0.1665088991326904","dungani","0.1730239391326904","0.1730239391326904","amd-app-sdk-3.0-SobelFilter-sobel_filter","4000"
"1000","gpu","TeslaK40","4000","0.00600176","0.1670412526190185","dungani","0.1730430126190185","0.1730430126190185","amd-app-sdk-3.0-SobelFilter-sobel_filter","4000"
"3000","gpu","GeForceGTX","12000","0.00948","0.2633054251861572","gold2","0.2727854251861572","0.2727854251861571","amd-app-sdk-3.0-SobelFilter-sobel_filter","12000"
"3000","gpu","NvidiaA100","12000","0.00821248","0.1397667794909668","epyc7","0.1479792594909668","0.1479792594909668","amd-app-sdk-3.0-SobelFilter-sobel_filter","12000"
"3000","gpu","Tesla_V100_SXM2_32GB","12000","0.00640496","0.1730741621618652","silver1","0.1794791221618652","0.1794791221618651","amd-app-sdk-3.0-SobelFilter-sobel_filter","12000"
"3000","gpu","QuadroM4000","12000","0.00632576","0.1686114882299804","dungani","0.1749372482299804","0.1749372482299804","amd-app-sdk-3.0-SobelFilter-sobel_filter","12000"
"3000","gpu","TeslaK40","12000","0.00559568","0.1725578348620605","dungani","0.1781535148620605","0.1781535148620605","amd-app-sdk-3.0-SobelFilter-sobel_filter","12000"
"5000","gpu","GeForceGTX","20000","0.0089496","0.2255660669616699","gold2","0.2345156669616699","0.2345156669616699","amd-app-sdk-3.0-SobelFilter-sobel_filter","20000"
"5000","gpu","NvidiaA100","20000","0.00858112","0.1432831702374267","epyc7","0.1518642902374267","0.1518642902374267","amd-app-sdk-3.0-SobelFilter-sobel_filter","20000"
"5000","gpu","Tesla_V100_SXM2_32GB","20000","0.00667648","0.1810674222064208","silver1","0.1877439022064209","0.1877439022064208","amd-app-sdk-3.0-SobelFilter-sobel_filter","20000"
"5000","gpu","QuadroM4000","20000","0.00626592","0.1748141829205322","dungani","0.1810801029205322","0.1810801029205322","amd-app-sdk-3.0-SobelFilter-sobel_filter","20000"
"5000","gpu","TeslaK40","20000","0.00572832","0.1798638545300293","dungani","0.1855921745300293","0.1855921745300293","amd-app-sdk-3.0-SobelFilter-sobel_filter","20000"
"7000","gpu","GeForceGTX","28000","0.008912","0.2202261359100341","gold2","0.2291381359100341","0.2291381359100341","amd-app-sdk-3.0-SobelFilter-sobel_filter","28000"
"7000","gpu","NvidiaA100","28000","0.00844288","0.141860960637207","epyc7","0.150303840637207","0.1503038406372069","amd-app-sdk-3.0-SobelFilter-sobel_filter","28000"
"7000","gpu","Tesla_V100_SXM2_32GB","28000","0.00657408","0.1952019476794433","silver1","0.2017760276794433","0.2017760276794433","amd-app-sdk-3.0-SobelFilter-sobel_filter","28000"
"7000","gpu","QuadroM4000","28000","0.00615488","0.1814781575671386","dungani","0.1876330375671386","0.1876330375671386","amd-app-sdk-3.0-SobelFilter-sobel_filter","28000"
"7000","gpu","TeslaK40","28000","0.0056683199999999","0.1875985485913086","dungani","0.1932668685913086","0.1932668685913084","amd-app-sdk-3.0-SobelFilter-sobel_filter","28000"
"9000","gpu","GeForceGTX","36000","0.00924464","0.2829695151971435","gold2","0.2922141551971435","0.2922141551971435","amd-app-sdk-3.0-SobelFilter-sobel_filter","36000"
"9000","gpu","NvidiaA100","36000","0.00728576","0.1273539799902343","epyc7","0.1346397399902343","0.1346397399902343","amd-app-sdk-3.0-SobelFilter-sobel_filter","36000"
"9000","gpu","Tesla_V100_SXM2_32GB","36000","0.00673792","0.1925084865551757","silver1","0.1992464065551757","0.1992464065551757","amd-app-sdk-3.0-SobelFilter-sobel_filter","36000"
"9000","gpu","QuadroM4000","36000","0.00625744","0.1902149663873291","dungani","0.1964724063873291","0.1964724063873291","amd-app-sdk-3.0-SobelFilter-sobel_filter","36000"
"9000","gpu","TeslaK40","36000","0.00568096","0.1939671818609619","dungani","0.1996481418609619","0.1996481418609619","amd-app-sdk-3.0-SobelFilter-sobel_filter","36000"
"11000","gpu","GeForceGTX","44000","0.00921088","0.287797872822876","gold2","0.297008752822876","0.297008752822876","amd-app-sdk-3.0-SobelFilter-sobel_filter","44000"
"11000","gpu","NvidiaA100","44000","0.00848384","0.1440587510949707","epyc7","0.1525425910949707","0.1525425910949707","amd-app-sdk-3.0-SobelFilter-sobel_filter","44000"
"11000","gpu","Tesla_V100_SXM2_32GB","44000","0.0066816","0.1937616678222656","silver1","0.2004432678222656","0.2004432678222656","amd-app-sdk-3.0-SobelFilter-sobel_filter","44000"
"11000","gpu","QuadroM4000","44000","0.00621504","0.1967888433618164","dungani","0.2030038833618164","0.2030038833618164","amd-app-sdk-3.0-SobelFilter-sobel_filter","44000"
"11000","gpu","TeslaK40","44000","0.0058574399999999","0.201364068026123","dungani","0.207221508026123","0.2072215080261229","amd-app-sdk-3.0-SobelFilter-sobel_filter","44000"
"13000","gpu","GeForceGTX","52000","0.00909536","0.2518180120397949","gold2","0.2609133720397949","0.2609133720397949","amd-app-sdk-3.0-SobelFilter-sobel_filter","52000"
"13000","gpu","NvidiaA100","52000","0.00769536","0.1340802480627441","epyc7","0.1417756080627441","0.1417756080627441","amd-app-sdk-3.0-SobelFilter-sobel_filter","52000"
"13000","gpu","Tesla_V100_SXM2_32GB","52000","0.006236","0.2200017738952636","silver1","0.2262377738952636","0.2262377738952636","amd-app-sdk-3.0-SobelFilter-sobel_filter","52000"
"13000","gpu","QuadroM4000","52000","0.00644832","0.2037999118878173","dungani","0.2102482318878173","0.2102482318878173","amd-app-sdk-3.0-SobelFilter-sobel_filter","52000"
"13000","gpu","TeslaK40","52000","0.00586768","0.2091513076556396","dungani","0.2150189876556396","0.2150189876556396","amd-app-sdk-3.0-SobelFilter-sobel_filter","52000"
"15000","gpu","GeForceGTX","60000","0.00898704","0.260337739510498","gold2","0.269324779510498","0.269324779510498","amd-app-sdk-3.0-SobelFilter-sobel_filter","60000"
"15000","gpu","NvidiaA100","60000","0.00722432","0.1309356703106689","epyc7","0.1381599903106689","0.1381599903106689","amd-app-sdk-3.0-SobelFilter-sobel_filter","60000"
"15000","gpu","Tesla_V100_SXM2_32GB","60000","0.00692736","0.2154444566351318","silver1","0.2223718166351318","0.2223718166351317","amd-app-sdk-3.0-SobelFilter-sobel_filter","60000"
"15000","gpu","QuadroM4000","60000","0.00638336","0.2116587752386474","dungani","0.2180421352386474","0.2180421352386474","amd-app-sdk-3.0-SobelFilter-sobel_filter","60000"
"15000","gpu","TeslaK40","60000","0.00568752","0.2181994467053222","dungani","0.2238869667053222","0.2238869667053222","amd-app-sdk-3.0-SobelFilter-sobel_filter","60000"
"17000","gpu","GeForceGTX","68000","0.00983584","0.2481318704949951","gold2","0.2579677104949951","0.2579677104949951","amd-app-sdk-3.0-SobelFilter-sobel_filter","68000"
"17000","gpu","NvidiaA100","68000","0.00849408","0.1491768947314453","epyc7","0.1576709747314453","0.1576709747314452","amd-app-sdk-3.0-SobelFilter-sobel_filter","68000"
"17000","gpu","Tesla_V100_SXM2_32GB","68000","0.00721424","0.2122822485711669","silver1","0.219496488571167","0.2194964885711669","amd-app-sdk-3.0-SobelFilter-sobel_filter","68000"
"17000","gpu","QuadroM4000","68000","0.0064705599999999","0.2211381207250976","dungani","0.2276086807250976","0.2276086807250975","amd-app-sdk-3.0-SobelFilter-sobel_filter","68000"
"17000","gpu","TeslaK40","68000","0.0058923199999999","0.2201141878735351","dungani","0.2260065078735351","0.226006507873535","amd-app-sdk-3.0-SobelFilter-sobel_filter","68000"
"19000","gpu","GeForceGTX","76000","0.01049056","0.288581705625","gold2","0.299072265625","0.299072265625","amd-app-sdk-3.0-SobelFilter-sobel_filter","76000"
"19000","gpu","NvidiaA100","76000","0.0078950399999999","0.1391055112237549","epyc7","0.1470005512237548","0.1470005512237548","amd-app-sdk-3.0-SobelFilter-sobel_filter","76000"
"19000","gpu","Tesla_V100_SXM2_32GB","76000","0.0063128","0.2188818926116943","silver1","0.2251946926116943","0.2251946926116943","amd-app-sdk-3.0-SobelFilter-sobel_filter","76000"
"19000","gpu","QuadroM4000","76000","0.00652032","0.2251796235424804","dungani","0.2316999435424804","0.2316999435424803","amd-app-sdk-3.0-SobelFilter-sobel_filter","76000"
"19000","gpu","TeslaK40","76000","0.00590992","0.227486371732788","dungani","0.233396291732788","0.233396291732788","amd-app-sdk-3.0-SobelFilter-sobel_filter","76000"
"1000","gpu","GeForceGTX","48000","0.0107929599999999","0.2849605190039062","gold2","0.2957534790039062","0.2957534790039061","npb-3.3-BT-compute_rhs1","8012"
"1000","gpu","NvidiaA100","48000","0.00913408","0.2038380841540527","epyc7","0.2129721641540527","0.2129721641540526","npb-3.3-BT-compute_rhs1","8012"
"1000","gpu","Tesla_V100_SXM2_32GB","48000","0.00772096","0.2437569967718506","silver1","0.2514779567718506","0.2514779567718506","npb-3.3-BT-compute_rhs1","8012"
"1000","gpu","QuadroM4000","48000","0.0071238399999999","0.2168251155358886","dungani","0.2239489555358886","0.2239489555358885","npb-3.3-BT-compute_rhs1","8012"
"1000","gpu","TeslaK40","48000","0.00627056","0.2303467667364502","dungani","0.2366173267364502","0.2366173267364502","npb-3.3-BT-compute_rhs1","8012"
"9000","gpu","GeForceGTX","432000","0.01027136","0.4442498191992187","gold2","0.4545211791992187","0.4545211791992187","npb-3.3-BT-compute_rhs1","72012"
"9000","gpu","NvidiaA100","432000","0.008576","0.2320741770019531","epyc7","0.2406501770019531","0.2406501770019531","npb-3.3-BT-compute_rhs1","72012"
"9000","gpu","Tesla_V100_SXM2_32GB","432000","0.00736768","0.3684694076312256","silver1","0.3758370876312256","0.3758370876312256","npb-3.3-BT-compute_rhs1","72012"
"9000","gpu","QuadroM4000","432000","0.0071004799999999","0.4161270685992431","dungani","0.4232275485992431","0.423227548599243","npb-3.3-BT-compute_rhs1","72012"
"9000","gpu","TeslaK40","432000","0.00747152","0.4165058550305175","dungani","0.4239773750305176","0.4239773750305175","npb-3.3-BT-compute_rhs1","72012"
