kernel,gsize,device,input_bytes,output_bytes,samples,device_mean,device_median,device_var,hostcode_mean,hostcode_median,hostcode_var,transfer_mean,transfer_median,transfer_var
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,100,Tesla_V100_SXM2_32GB,408,800,200,0.0114176,0.011264,1.03153664e-05,0.2542448043823242,0.24235248565673828,0.006389607028722821,0.24282720438232422,0.2312780206298828,0.005987472199810321
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,200,Tesla_V100_SXM2_32GB,808,1600,200,0.00885744,0.008192,2.3464068863999998e-06,0.19457340240478516,0.18513202667236328,0.0015344903658842668,0.18571596240478516,0.17654723596191407,0.0014808216741988894
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,300,Tesla_V100_SXM2_32GB,1208,2400,200,0.01069552,0.011264,3.7299095296000002e-06,0.23383021354675293,0.23746490478515625,0.0021314119166504497,0.22313469354675294,0.22556969549560546,0.001987540087059566
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,400,Tesla_V100_SXM2_32GB,1608,3200,200,0.011064319999999999,0.011264,1.4858059776000002e-06,0.2407383918762207,0.23937225341796875,0.0012961247136900056,0.22967407187622071,0.22751220697021485,0.001240182614394168
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,500,Tesla_V100_SXM2_32GB,2008,4000,200,0.01107968,0.011264,4.0449867776e-06,0.24373292922973633,0.23984909057617188,0.002914922328045577,0.23265324922973632,0.2283818348388672,0.002738397392948177
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,600,Tesla_V100_SXM2_32GB,2408,4800,200,0.00771072,0.007168,1.5509487615999996e-06,0.1924610137939453,0.18739700317382812,0.0005022418690714403,0.1847502937939453,0.17995542175292967,0.00047242182173929043
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,700,Tesla_V100_SXM2_32GB,2808,5600,200,0.007761919999999999,0.007168,1.2306087935999995e-06,0.1926100254058838,0.18703937530517578,0.0005662392808858385,0.18484810540588378,0.17935937530517576,0.0005387378096013136
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,100,Tesla_V100_SXM2_32GB,3208,1600,200,0.01449456,0.014336,9.470374886399998e-06,0.23701786994934082,0.2467632293701172,0.0011129298727041714,0.22252330994934083,0.23153615942382813,0.0010480934448409377
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,200,Tesla_V100_SXM2_32GB,6408,3200,200,0.01839632,0.018432,3.59095109376e-05,0.2055811882019043,0.2027750015258789,0.00037177284752942796,0.1871848682019043,0.1840616987915039,0.000333922958290026
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,300,Tesla_V100_SXM2_32GB,9608,4800,200,0.024447999999999998,0.023552,8.304656383999999e-05,0.23994088172912598,0.2351999282836914,0.0012735265940477802,0.21549288172912598,0.2046265791015625,0.0011183782726338738
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,400,Tesla_V100_SXM2_32GB,12808,6400,200,0.02776064,0.027648,0.00016087032791039997,0.23336291313171387,0.22399425506591797,0.002669260253185257,0.20560227313171386,0.1888832315673828,0.0023854955469159696
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,500,Tesla_V100_SXM2_32GB,16008,8000,200,0.03801616,0.03584,0.0003405941606144,0.2533125877380371,0.2524852752685547,0.001227672845516281,0.21529642773803712,0.20467801843261718,0.0007760236948208667
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,600,Tesla_V100_SXM2_32GB,19208,9600,200,0.04008992,0.038911999999999995,0.0003159751822336,0.2445685863494873,0.24044513702392578,0.0013439963012729095,0.2044786663494873,0.19181285833740236,0.0009709447493451327
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,700,Tesla_V100_SXM2_32GB,22408,11200,200,0.043212799999999996,0.040959999999999996,0.0005484367052799999,0.24051785469055176,0.23555755615234375,0.0010383005800918,0.19730505469055176,0.1918283009643555,0.00046621775412179994
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,100,Tesla_V100_SXM2_32GB,820,400,200,0.09898496,0.078848,0.006604867790438399,0.30428290367126465,0.28383731842041016,0.007544712728702052,0.20529794367126467,0.1932098746948242,0.0010163259170896711
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,200,Tesla_V100_SXM2_32GB,1620,800,200,0.35060224,0.25856,0.0948782254260224,0.5462813377380371,0.45108795166015625,0.09505680606594069,0.19567909773803713,0.19094573205566406,0.0006133879128615285
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,300,Tesla_V100_SXM2_32GB,2420,1200,200,0.72134656,0.50944,0.36082937380208635,0.936131477355957,0.7402896881103516,0.3734017567239789,0.21478491735595706,0.1933974171142578,0.004362331600284057
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,400,Tesla_V100_SXM2_32GB,3220,1600,200,1.43674368,1.120256,1.4632932554571774,1.6302430629730225,1.301407814025879,1.4748358759547386,0.19349938297302252,0.18568662957763699,0.0016271716707053022
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,500,Tesla_V100_SXM2_32GB,4020,2000,200,2.03956736,1.4407679999999998,3.66490395059159,2.3020005226135254,1.6689300537109375,4.158310746669258,0.2624331626135255,0.23024372247314484,0.3188559164258876
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,600,Tesla_V100_SXM2_32GB,4820,2400,200,3.05199104,2.37824,6.569802280101478,3.2933056354522705,2.589106559753418,6.745764492244177,0.24131459545227066,0.18899723236083998,0.3584396471015151
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,700,Tesla_V100_SXM2_32GB,5620,2800,200,3.8148147199999998,3.0484479999999996,10.593165147871641,4.008041620254517,3.2532215118408203,10.582172648240373,0.19322690025451678,0.18612016070556692,0.0005163521300812973
amd-app-sdk-3.0-SimpleConvolution-simpleSeparableConvolutionPass1,100,Tesla_V100_SXM2_32GB,820,400,200,0.01028096,0.010239999999999999,2.4415043584e-06,0.22775053977966309,0.23698806762695312,0.0010773857169965595,0.21746957977966308,0.22521206762695312,0.0010167487057299595
amd-app-sdk-3.0-SimpleConvolution-simpleSeparableConvolutionPass1,200,Tesla_V100_SXM2_32GB,1620,800,200,0.01231872,0.012288,6.888200601599999e-06,0.2353358268737793,0.24008750915527344,0.001956446175199744,0.2230171068737793,0.22728750915527346,0.001842097608223219
amd-app-sdk-3.0-SimpleConvolution-simpleSeparableConvolutionPass1,300,Tesla_V100_SXM2_32GB,2420,1200,200,0.0132608,0.013312,1.4352383999999998e-05,0.20376086235046387,0.1989603042602539,0.00038418998968836604,0.19050006235046388,0.18563458349609374,0.0003477163238836786
amd-app-sdk-3.0-SimpleConvolution-simpleSeparableConvolutionPass1,400,Tesla_V100_SXM2_32GB,3220,1600,200,0.01661952,0.016384,1.4876252569599998e-05,0.26311755180358887,0.2579689025878906,0.002015727942250578,0.24649803180358887,0.24067411242675782,0.00195900841845299
amd-app-sdk-3.0-SimpleConvolution-simpleSeparableConvolutionPass1,500,Tesla_V100_SXM2_32GB,4020,2000,200,0.01973744,0.019455999999999998,3.9328248806399996e-05,0.2641451358795166,0.2633333206176758,0.0005190063333770922,0.2444076958795166,0.24332243646240234,0.00046484610981715915
amd-app-sdk-3.0-SimpleConvolution-simpleSeparableConvolutionPass1,600,Tesla_V100_SXM2_32GB,4820,2400,200,0.01769472,0.017408,3.6670380441599996e-05,0.21268010139465332,0.20873546600341797,0.0005452041577314048,0.19498538139465332,0.1900942108154297,0.0004725691670792548
amd-app-sdk-3.0-SimpleConvolution-simpleSeparableConvolutionPass1,700,Tesla_V100_SXM2_32GB,5620,2800,200,0.020628479999999998,0.021504,4.2922066329599995e-05,0.2124500274658203,0.20837783813476562,0.0004865179107582662,0.1918215474658203,0.18800332666015623,0.0004299143911503662
