kernel,gsize,device,input_bytes,output_bytes,samples,device_mean,device_median,device_var,hostcode_mean,hostcode_median,hostcode_var,transfer_mean,transfer_median,transfer_var
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,100,QuadroM4000,408,800,200,0.007373279999999999,0.007136,2.9881884416e-06,0.17611265182495117,0.17023086547851562,0.0027802935335330403,0.16873937182495116,0.16307165618896485,0.0026181197964680485
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,100,TeslaK40,408,800,200,0.008850239999999999,0.008,6.557496422399999e-06,0.22005915641784668,0.1825094223022461,0.006561238306801442,0.21120891641784667,0.17515100372314452,0.006187598768769497
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,200,QuadroM4000,808,1600,200,0.00728752,0.007136,7.579799296e-07,0.17148733139038086,0.16832351684570312,0.00032429153975499503,0.16419981139038087,0.1612035168457031,0.0003009705165412845
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,200,TeslaK40,808,1600,200,0.00702592,0.006448,1.4420340736000002e-06,0.17350554466247559,0.1704692840576172,0.0003181670976459827,0.1664796246624756,0.1638493305053711,0.00029811028528403585
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,300,QuadroM4000,1208,2400,200,0.0073376,0.0072,8.506880000000001e-07,0.1736593246459961,0.17023086547851562,0.0004025864427603665,0.1663217246459961,0.1631108654785156,0.0003753231018297024
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,300,TeslaK40,1208,2400,200,0.007006719999999999,0.006496,1.8333474815999999e-06,0.1738572120666504,0.17154216766357422,0.00034049753026010876,0.1668504920666504,0.16464705126953125,0.0003125960236157322
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,400,QuadroM4000,1608,3200,200,0.007661599999999999,0.007264,1.16098496e-06,0.17930865287780762,0.17118453979492188,0.0006188133383489003,0.17164705287780763,0.1638653305053711,0.0005725240192775282
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,400,TeslaK40,1608,3200,200,0.006710239999999999,0.0063679999999999995,7.336468224e-07,0.174330472946167,0.17118453979492188,0.0003204528965738973,0.16762023294616699,0.1646101212158203,0.00030298098500091157
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,500,QuadroM4000,2008,4000,200,0.0075496,0.007264,2.2604998399999996e-06,0.17387986183166504,0.1704692840576172,0.00033357491560082053,0.16633026183166505,0.1631020747680664,0.00030700182970168485
amd-app-sdk-3.0-FloydWarshall-floydWarshallPass,500,TeslaK40,2008,4000,200,0.0069575999999999995,0.006496,1.1846803199999998e-06,0.1793193817138672,0.17368793487548828,0.00043143334096384933,0.17236178171386718,0.1672327255859375,0.00040365426090787287
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,100,QuadroM4000,3208,1600,200,0.01936288,0.019024,5.27101152256e-05,0.21328091621398926,0.19180774688720703,0.006605791087110902,0.19391803621398926,0.17024114251708986,0.00610545029672737
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,100,TeslaK40,3208,1600,200,0.023374239999999998,0.022255999999999998,9.328169674239998e-05,0.20296931266784668,0.19800662994384766,0.0007322652081143133,0.1795950726678467,0.17340174743652342,0.0005853567067213374
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,200,QuadroM4000,6408,3200,200,0.03331664,0.035087999999999994,0.00021769187735039999,0.2078711986541748,0.20742416381835938,0.0005589714291431847,0.1745545586541748,0.17085565399169922,0.0003451199085901422
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,200,TeslaK40,6408,3200,200,0.044488639999999996,0.046672,0.00046057231063039995,0.22098541259765625,0.22113323211669922,0.0006925651860001381,0.17649677259765625,0.17464751354980468,0.0002780707791012412
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,300,QuadroM4000,9608,4800,200,0.046632,0.05,0.00039415807743999997,0.22430062294006348,0.2262592315673828,0.0006064367866542852,0.17766862294006347,0.17427672229003907,0.00031882753392460753
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,300,TeslaK40,9608,4800,200,0.06527136,0.070752,0.0008681478933503999,0.24857878684997559,0.25081634521484375,0.0024080047055008436,0.18330742684997559,0.17780597528076172,0.0017605429179125228
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,400,QuadroM4000,12808,6400,200,0.05511472,0.054784,0.0008571006697216,0.23170948028564453,0.2294778823852539,0.0012429529988366994,0.17659476028564453,0.1738570927734375,0.0003142878772374986
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,400,TeslaK40,12808,6400,200,0.07656447999999999,0.07702400000000001,0.0018058599120895997,0.25826454162597656,0.25784969329833984,0.0021799844716952066,0.18170006162597657,0.17829955560302735,0.0003008188039508222
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,500,QuadroM4000,16008,8000,200,0.06694992,0.065536,0.0011964296302335998,0.24606585502624512,0.24306774139404297,0.00156183144639499,0.17911593502624512,0.1751894610595703,0.00034635599964799916
amd-app-sdk-3.0-MatrixMultiplication-mmmKernel,500,TeslaK40,16008,8000,200,0.09469872,0.093856,0.0025688126082815997,0.27845263481140137,0.27561187744140625,0.0029096502075276476,0.18375391481140138,0.1802195599975586,0.00030807694430351023
amd-app-sdk-3.0-SimpleConvolution-simpleNonSeparableConvolution,100,QuadroM4000,820,400,200,0.23545935999999998,0.18703999999999998,0.0378655296450304,0.4457509517669678,0.3993511199951172,0.04517750066810322,0.2102915917669678,0.17248489489746094,0.008576342455696486
