"kernel","gsize","device","input_bytes","output_bytes","device_mean","transfer_mean","machine","hostcode_mean","devicetransfer","#device","#machine"
"shoc-1.1.5-Sort-reduce","100","CPU","0.0007720144752714113","0.00043878894251864854","0.524971765","1.0559806409295651","silver1","1.5809524059295654","0.010492351555685417","0","1"
"shoc-1.1.5-Sort-reduce","200","CPU","0.001649303651716197","0.0013163668275559457","0.59107329","1.201820119729004","silver1","1.792893409729004","0.012739975750199521","0","1"
"shoc-1.1.5-Sort-reduce","300","CPU","0.0025265928281609827","0.002193944712593243","0.64664957","1.3766444020153807","silver1","2.023293972015381","0.015183362678358845","0","1"
"shoc-1.1.5-Sort-reduce","400","CPU","0.003403882004605768","0.00307152259763054","0.644952295","1.2115476153546143","silver1","1.8564999103546145","0.013414519642941419","0","1"
"shoc-1.1.5-Sort-reduce","500","CPU","0.004281171181050554","0.003949100482667837","0.6508606","1.368681855673218","silver1","2.0195424556732178","0.015143578027226687","0","1"
"shoc-1.1.5-Sort-reduce","600","CPU","0.005158460357495339","0.004826678367705134","0.6314993099999999","1.2263405127691651","silver1","1.857839822769165","0.013428729349923478","0","1"
"shoc-1.1.5-Sort-reduce","700","CPU","0.006035749533940125","0.005704256252742431","0.7624152599999999","1.3022836745550537","silver1","2.0646989345550537","0.015622460323027852","0","1"
"shoc-1.1.5-Sort-reduce","800","CPU","0.0069130387103849104","0.006581834137779728","0.837593425","1.4479049556610109","silver1","2.2854983806610107","0.01796402787393315","0","1"
"shoc-1.1.5-Sort-reduce","900","CPU","0.007790327886829696","0.007459412022817025","0.80004654","1.2567404740075685","silver1","2.0567870140075684","0.015538554784558149","0","1"
"shoc-1.1.5-Sort-reduce","1000","CPU","0.008667617063274482","0.008336989907854322","0.56380973","0.9816397653155516","epyc7","1.5454494953155518","0.010115844889013023","0","7"
"shoc-1.1.5-Sort-reduce","3000","CPU","0.026213400592170193","0.025888547608600262","1.54330653","1.125356733320923","epyc7","2.668663263320923","0.022027473103104305","0","7"
"npb-3.3-CG-makea_7","100","CPU","0.0007720144752714113","0.0","0.547712875","0.2340544933166504","silver1","0.7817673683166504","0.0020170325082571484","0","1"
"npb-3.3-CG-makea_7","200","CPU","0.001649303651716197","0.00043878894251864854","0.515109265","0.1752174256738281","silver1","0.6903266906738281","0.0010473085013478426","0","1"
"npb-3.3-CG-makea_7","300","CPU","0.0025265928281609827","0.0008775778850372971","0.4992354499999999","0.1727711570556641","silver1","0.6720066070556641","0.0008530248920059108","0","1"
"npb-3.3-CG-makea_7","400","CPU","0.003403882004605768","0.0013163668275559457","0.58931044","0.1811773453393555","silver1","0.7704877853393555","0.0018974130710113545","0","1"
"npb-3.3-CG-makea_7","500","CPU","0.004281171181050554","0.0017551557700745941","0.53032251","0.1839044511358643","silver1","0.7142269611358643","0.0013007697249095545","0","1"
"npb-3.3-CG-makea_7","600","CPU","0.005158460357495339","0.002193944712593243","0.5682981549999999","0.1648365915515137","silver1","0.7331347465515137","0.0015012858836662161","0","1"
"npb-3.3-CG-makea_7","700","CPU","0.006035749533940125","0.0026327336551118913","0.52687818","0.1681954245837402","silver1","0.6950736045837402","0.0010976492960120521","0","1"
"npb-3.3-CG-makea_7","800","CPU","0.0069130387103849104","0.00307152259763054","0.520976115","0.1940412037255859","silver1","0.7150173187255859","0.00130915142929488","0","1"
"npb-3.3-CG-makea_7","900","CPU","0.007790327886829696","0.0035103115401491883","0.50172379","0.1622373821038818","silver1","0.6639611721038818","0.0007677034396732263","0","1"
"npb-3.3-CG-makea_7","1000","CPU","0.008667617063274482","0.003949100482667837","0.39124871","0.7200798918371583","epyc7","1.1113286018371582","0.0055120136056174465","0","7"
"npb-3.3-CG-makea_7","3000","CPU","0.026213400592170193","0.012724879333040808","0.34005845","0.8078519065216065","epyc7","1.1479103565216064","0.005899961361986255","0","7"
"npb-3.3-CG-makea_7","5000","CPU","0.04375918412106591","0.02150065818341378","0.501816325","0.8045255615203858","epyc7","1.3063418865203855","0.007580120149646417","0","7"
"npb-3.3-CG-makea_7","7000","CPU","0.06130496764996162","0.030276437033786747","0.562770585","0.278141280234375","epyc7","0.840911865234375","0.0026442570653817314","0","7"
"npb-3.3-CG-makea_7","9000","CPU","0.07885075117885733","0.03905221588415972","0.641610605","0.8038973982348633","epyc7","1.4455080032348633","0.00905597015213122","0","7"
"npb-3.3-CG-makea_7","11000","CPU","0.09639653470775304","0.04782799473453269","0.561013755","0.2736718090411377","epyc7","0.8346855640411377","0.002578227439432167","0","7"
"npb-3.3-CG-makea_7","13000","CPU","0.11394231823664876","0.05660377358490566","0.6974667449999999","0.2567392448376465","epyc7","0.9542059898376464","0.0038457358306497225","0","7"
"npb-3.3-CG-makea_7","15000","CPU","0.13148810176554446","0.06537955243527863","0.59905268","0.2400340910113525","epyc7","0.8390867710113525","0.0026249020285583","0","7"
"npb-3.3-CG-makea_7","17000","CPU","0.14903388529444017","0.0741553312856516","0.774845755","0.2734926582385254","epyc7","1.0483384132385254","0.004844005672403777","0","7"
"npb-3.3-CG-makea_7","19000","CPU","0.16657966882333589","0.08293111013602457","0.83501847","0.2496954658520508","epyc7","1.0847139358520508","0.005229766347537803","0","7"
"npb-3.3-LU-l2norm","100","CPU","0.0016624629893628687","0.0013163668275559457","0.643744435","0.3127849438909912","silver1","0.9565293788909912","0.0038703752602832105","0","1"
"npb-3.3-LU-l2norm","200","CPU","0.00341704134225244","0.00307152259763054","0.813308835","0.2212477922735596","silver1","1.0345566272735596","0.004697850492315146","0","1"
"npb-3.3-LU-l2norm","300","CPU","0.005171619695142011","0.004826678367705134","1.0497407399999998","0.2672632253778076","silver1","1.3170039653778076","0.007693190985275922","0","1"
"npb-3.3-LU-l2norm","400","CPU","0.006926198048031583","0.006581834137779728","1.06345598","0.3323572466998291","silver1","1.395813226699829","0.008528959427076752","0","1"
"npb-3.3-LU-l2norm","500","CPU","0.008680776400921153","0.008336989907854322","1.38701095","0.2231858788421631","silver1","1.610196828842163","0.010802487260030571","0","1"
"npb-3.3-LU-l2norm","600","CPU","0.010435354753810725","0.010092145677928916","1.890765935","0.2189213933386231","silver1","2.109687328338623","0.016099560084412233","0","1"
"npb-3.3-LU-l2norm","700","CPU","0.012189933106700296","0.01184730144800351","2.689560535","0.230966923190918","silver1","2.920527458190918","0.024698480826825936","0","1"
"npb-3.3-LU-l2norm","1000","CPU","0.01745366816536901","0.017112768758227294","8.93491634","1.190957940929566","epyc7","10.125874280929564","0.10111083878648747","0","7"
"rodinia-3.1-particlefilter-find_index_kernel","100","CPU","0.003399495558723544","0.002193944712593243","0.54413592","1.2730666480541992","silver1","1.8172025680541992","0.012997773209966612","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","200","CPU","0.006908652264502687","0.004826678367705134","0.5689842199999999","0.9290760064404298","silver1","1.4980602264404297","0.009613283962271103","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","300","CPU","0.01041780897028183","0.007459412022817025","0.565287865","1.275769673986206","silver1","1.841057538986206","0.013250754034181956","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","400","CPU","0.013926965676060972","0.010092145677928916","0.567027665","1.0829981795739747","silver1","1.6500258445739746","0.011224872064281174","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","500","CPU","0.017436122381840113","0.012724879333040808","0.56666669","1.3105649079003907","silver1","1.8772315979003904","0.013634378196433445","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","600","CPU","0.020945279087619256","0.015357612988152698","0.5863970199999999","1.321752699238281","silver1","1.9081497192382808","0.013962263392418111","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","700","CPU","0.0244544357933984","0.017990346643264588","0.6354123349999999","1.0574740175390624","silver1","1.6928863525390625","0.011679405698474291","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","800","CPU","0.027963592499177542","0.020623080298376482","0.5200394349999999","1.4532402795843506","silver1","1.9732797145843504","0.014652963873703666","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","900","CPU","0.031472749204956685","0.023255813953488372","0.625278545","1.073484825513916","silver1","1.698763370513916","0.011741731192621592","0","1"
"rodinia-3.1-particlefilter-find_index_kernel","1000","CPU","0.03498190591073583","0.025888547608600262","0.310453415","0.946579933083496","epyc7","1.257033348083496","0.0070572054611241445","0","7"
