"kernel","gsize","device","input_bytes","output_bytes","device_mean","transfer_mean","machine","hostcode_mean","devicetransfer","#device"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","7000","GeForceGTX","56000","28000","0.00881296","0.2504898945379639","gold2","0.2593028545379638","0.2593028545379638","1"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","9000","GeForceGTX","72000","36000","0.0087744","0.2449566123443603","gold2","0.2537310123443603","0.2537310123443603","1"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","11000","GeForceGTX","88000","44000","0.00894832","0.266785150916748","gold2","0.275733470916748","0.275733470916748","1"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","13000","GeForceGTX","104000","52000","0.0089552","0.2678034708068847","gold2","0.2767586708068847","0.2767586708068847","1"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","15000","GeForceGTX","120000","60000","0.00889872","0.2836873681805419","gold2","0.292586088180542","0.2925860881805419","1"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","17000","GeForceGTX","136000","68000","0.00971936","0.2782747863470459","gold2","0.2879941463470459","0.2879941463470459","1"
"amd-app-sdk-3.0-ScanLargeArrays-blockAddition","19000","GeForceGTX","152000","76000","0.0097752","0.2597605799530029","gold2","0.2695357799530029","0.2695357799530029","1"
"amd-app-sdk-3.0-ScanLargeArrays-prefixSum","1000","GeForceGTX","8004","8000","0.01090912","0.2316293321484375","gold2","0.2425384521484375","0.2425384521484375","1"
"amd-app-sdk-3.0-ScanLargeArrays-prefixSum","3000","GeForceGTX","24004","24000","0.0114198399999999","0.3327945993920898","gold2","0.3442144393920898","0.3442144393920897","1"
"amd-app-sdk-3.0-ScanLargeArrays-prefixSum","5000","GeForceGTX","40004","40000","0.0106220799999999","0.3031796854418945","gold2","0.3138017654418945","0.3138017654418944","1"
"amd-app-sdk-3.0-ScanLargeArrays-prefixSum","7000","GeForceGTX","56004","56000","0.0118192","0.2868274884613037","gold2","0.2986466884613037","0.2986466884613036","1"
"amd-app-sdk-3.0-ScanLargeArrays-prefixSum","9000","GeForceGTX","72004","72000","0.0157100799999999","0.2402489539660644","gold2","0.2559590339660644","0.2559590339660643","1"
"amd-app-sdk-3.0-ScanLargeArrays-prefixSum","11000","GeForceGTX","88004","88000","0.01815136","0.2655500598303222","gold2","0.2837014198303222","0.2837014198303222","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","1000","GeForceGTX","4000","4000","0.0106655999999999","0.2093041494506836","gold2","0.2199697494506836","0.2199697494506834","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","3000","GeForceGTX","12000","12000","0.00948","0.2633054251861572","gold2","0.2727854251861572","0.2727854251861571","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","5000","GeForceGTX","20000","20000","0.0089496","0.2255660669616699","gold2","0.2345156669616699","0.2345156669616699","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","7000","GeForceGTX","28000","28000","0.008912","0.2202261359100341","gold2","0.2291381359100341","0.2291381359100341","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","9000","GeForceGTX","36000","36000","0.00924464","0.2829695151971435","gold2","0.2922141551971435","0.2922141551971435","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","11000","GeForceGTX","44000","44000","0.00921088","0.287797872822876","gold2","0.297008752822876","0.297008752822876","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","13000","GeForceGTX","52000","52000","0.00909536","0.2518180120397949","gold2","0.2609133720397949","0.2609133720397949","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","15000","GeForceGTX","60000","60000","0.00898704","0.260337739510498","gold2","0.269324779510498","0.269324779510498","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","17000","GeForceGTX","68000","68000","0.00983584","0.2481318704949951","gold2","0.2579677104949951","0.2579677104949951","1"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","19000","GeForceGTX","76000","76000","0.01049056","0.288581705625","gold2","0.299072265625","0.299072265625","1"
"npb-3.3-BT-add","1000","GeForceGTX","16012","8000","0.0107272","0.2168194918945312","gold2","0.2275466918945312","0.2275466918945312","1"
"npb-3.3-BT-add","3000","GeForceGTX","48012","24000","0.0090243199999999","0.2191994806591796","gold2","0.2282238006591797","0.2282238006591795","1"
"npb-3.3-BT-add","5000","GeForceGTX","80012","40000","0.0095334399999999","0.3065833698449707","gold2","0.3161168098449707","0.3161168098449706","1"
"npb-3.3-BT-add","7000","GeForceGTX","112012","56000","0.00910208","0.3284700177783203","gold2","0.3375720977783203","0.3375720977783203","1"
"npb-3.3-BT-add","9000","GeForceGTX","144012","72000","0.01050192","0.2687649142590332","gold2","0.2792668342590332","0.2792668342590332","1"
"npb-3.3-BT-add","11000","GeForceGTX","176012","88000","0.0101","0.3235203098297119","gold2","0.3336203098297119","0.3336203098297119","1"
"npb-3.3-BT-add","13000","GeForceGTX","208012","104000","0.00857104","0.3272451049432373","gold2","0.3358161449432373","0.3358161449432372","1"
"npb-3.3-BT-add","15000","GeForceGTX","240012","120000","0.0077344","0.2819227159362793","gold2","0.2896571159362793","0.2896571159362793","1"
"npb-3.3-BT-add","17000","GeForceGTX","272012","136000","0.00571776","0.3499109688665771","gold2","0.3556287288665771","0.3556287288665771","1"
"npb-3.3-BT-add","19000","GeForceGTX","304012","152000","0.00555824","0.3095679406488037","gold2","0.3151261806488037","0.3151261806488037","1"
"npb-3.3-BT-compute_rhs1","1000","GeForceGTX","8012","48000","0.0107929599999999","0.2849605190039062","gold2","0.2957534790039062","0.2957534790039061","1"
"npb-3.3-BT-compute_rhs1","3000","GeForceGTX","24012","144000","0.0097048","0.340867070803833","gold2","0.350571870803833","0.350571870803833","1"
"npb-3.3-BT-compute_rhs1","5000","GeForceGTX","40012","240000","0.00915888","0.3283047373248291","gold2","0.3374636173248291","0.3374636173248291","1"
"npb-3.3-BT-compute_rhs1","7000","GeForceGTX","56012","336000","0.00912384","0.4658989528161621","gold2","0.4750227928161621","0.4750227928161621","1"
"npb-3.3-BT-compute_rhs1","9000","GeForceGTX","72012","432000","0.01027136","0.4442498191992187","gold2","0.4545211791992187","0.4545211791992187","1"
"npb-3.3-BT-compute_rhs1","11000","GeForceGTX","88012","528000","0.0097888","0.4244942181121826","gold2","0.4342830181121826","0.4342830181121825","1"
"npb-3.3-BT-compute_rhs1","13000","GeForceGTX","104012","624000","0.00948304","0.5067420595635986","gold2","0.5162250995635986","0.5162250995635986","1"
"npb-3.3-BT-compute_rhs1","15000","GeForceGTX","120012","720000","0.01064704","0.3956790155267334","gold2","0.4063260555267334","0.4063260555267334","1"
"npb-3.3-BT-compute_rhs1","17000","GeForceGTX","136012","816000","0.0076304","0.5485536534210205","gold2","0.5561840534210205","0.5561840534210205","1"
"npb-3.3-BT-compute_rhs1","19000","GeForceGTX","152012","912000","0.00630304","0.5774469695367431","gold2","0.5837500095367432","0.5837500095367432","1"
"npb-3.3-BT-compute_rhs2","1000","GeForceGTX","8012","8000","0.00937984","0.2109356163903808","gold2","0.2203154563903808","0.2203154563903808","1"
"npb-3.3-BT-compute_rhs2","3000","GeForceGTX","24012","24000","0.00930096","0.2935299745245361","gold2","0.3028309345245361","0.3028309345245361","1"
"npb-3.3-BT-compute_rhs2","5000","GeForceGTX","40012","40000","0.00926224","0.2574458956048584","gold2","0.2667081356048584","0.2667081356048584","1"
"npb-3.3-BT-compute_rhs2","7000","GeForceGTX","56012","56000","0.00982512","0.3144062661846923","gold2","0.3242313861846924","0.3242313861846923","1"
"npb-3.3-BT-compute_rhs2","9000","GeForceGTX","72012","72000","0.01016288","0.2408048610125732","gold2","0.2509677410125732","0.2509677410125732","1"
"npb-3.3-BT-compute_rhs2","11000","GeForceGTX","88012","88000","0.0110310399999999","0.2269142782220459","gold2","0.2379453182220459","0.2379453182220458","1"
"npb-3.3-BT-compute_rhs2","13000","GeForceGTX","104012","104000","0.00854512","0.2661512300976562","gold2","0.2746963500976562","0.2746963500976562","1"
"npb-3.3-BT-compute_rhs2","15000","GeForceGTX","120012","120000","0.00768784","0.3714596896020508","gold2","0.3791475296020508","0.3791475296020508","1"
"npb-3.3-BT-compute_rhs2","17000","GeForceGTX","136012","136000","0.0056824","0.3540602414489746","gold2","0.3597426414489746","0.3597426414489745","1"
"npb-3.3-BT-compute_rhs2","19000","GeForceGTX","152012","152000","0.00561968","0.2873240360491943","gold2","0.2929437160491943","0.2929437160491943","1"
"npb-3.3-BT-compute_rhs3","1000","GeForceGTX","64012","8000","0.22486288","0.2859048182879639","gold2","0.5107676982879639","0.5107676982879639","1"
"npb-3.3-BT-compute_rhs3","3000","GeForceGTX","192012","24000","0.82458928","0.3669612132403564","gold2","1.1915504932403564","1.1915504932403564","1"
"npb-3.3-BT-compute_rhs4","1000","GeForceGTX","64012","8000","0.249792","0.2835038698272705","gold2","0.5332958698272705","0.5332958698272705","1"
"npb-3.3-BT-compute_rhs4","3000","GeForceGTX","192012","24000","0.91612256","0.41405641605896","gold2","1.33017897605896","1.33017897605896","1"
"npb-3.3-BT-compute_rhs6","1000","GeForceGTX","8012","8000","0.00941008","0.191177431062622","gold2","0.200587511062622","0.200587511062622","1"
"npb-3.3-BT-compute_rhs6","3000","GeForceGTX","24012","24000","0.00880928","0.2394059185168457","gold2","0.2482151985168457","0.2482151985168457","1"
"npb-3.3-BT-compute_rhs6","5000","GeForceGTX","40012","40000","0.00919296","0.2137141063452148","gold2","0.2229070663452148","0.2229070663452148","1"
"npb-3.3-BT-compute_rhs6","7000","GeForceGTX","56012","56000","0.00913504","0.2774011767358398","gold2","0.2865362167358398","0.2865362167358398","1"
"npb-3.3-BT-compute_rhs6","9000","GeForceGTX","72012","72000","0.01000592","0.2185910057354736","gold2","0.2285969257354736","0.2285969257354736","1"
"npb-3.3-BT-compute_rhs6","11000","GeForceGTX","88012","88000","0.00958848","0.2620787620501709","gold2","0.2716672420501709","0.2716672420501709","1"
"npb-3.3-BT-compute_rhs6","13000","GeForceGTX","104012","104000","0.00856976","0.2363791039831543","gold2","0.2449488639831543","0.2449488639831543","1"
"npb-3.3-BT-compute_rhs6","15000","GeForceGTX","120012","120000","0.00756832","0.2589776909710693","gold2","0.2665460109710693","0.2665460109710693","1"
"npb-3.3-BT-compute_rhs6","17000","GeForceGTX","136012","136000","0.0056727999999999","0.2749852066680908","gold2","0.2806580066680908","0.2806580066680907","1"
"npb-3.3-BT-compute_rhs6","19000","GeForceGTX","152012","152000","0.0049225599999999","0.2986999242071533","gold2","0.3036224842071533","0.3036224842071532","1"
"npb-3.3-BT-exact_rhs5","1000","GeForceGTX","8012","8000","0.00935696","0.1930484927282715","gold2","0.2024054527282714","0.2024054527282714","1"
"npb-3.3-BT-exact_rhs5","3000","GeForceGTX","24012","24000","0.00901792","0.2701893096142578","gold2","0.2792072296142578","0.2792072296142578","1"
"npb-3.3-BT-exact_rhs5","5000","GeForceGTX","40012","40000","0.00938336","0.3035982455297851","gold2","0.3129816055297851","0.3129816055297851","1"
"npb-3.3-BT-exact_rhs5","7000","GeForceGTX","56012","56000","0.00916864","0.3069493619378662","gold2","0.3161180019378662","0.3161180019378662","1"
"npb-3.3-BT-exact_rhs5","9000","GeForceGTX","72012","72000","0.0098883199999999","0.3138411950756836","gold2","0.3237295150756836","0.3237295150756835","1"
"npb-3.3-BT-exact_rhs5","11000","GeForceGTX","88012","88000","0.00917744","0.2653365198846436","gold2","0.2745139598846435","0.2745139598846435","1"
"npb-3.3-BT-exact_rhs5","13000","GeForceGTX","104012","104000","0.00878896","0.2294460367956542","gold2","0.2382349967956543","0.2382349967956542","1"
"npb-3.3-BT-exact_rhs5","15000","GeForceGTX","120012","120000","0.00851824","0.3033952502954101","gold2","0.3119134902954101","0.3119134902954101","1"
"npb-3.3-BT-exact_rhs5","17000","GeForceGTX","136012","136000","0.0058552","0.2905730035827636","gold2","0.2964282035827636","0.2964282035827636","1"
"npb-3.3-BT-exact_rhs5","19000","GeForceGTX","152012","152000","0.0054144","0.2779854203277588","gold2","0.2833998203277588","0.2833998203277588","1"
"npb-3.3-BT-x_solve1","1000","GeForceGTX","32012","16000","0.01137872","0.2562211010906982","gold2","0.2675998210906982","0.2675998210906982","1"
"npb-3.3-BT-x_solve1","3000","GeForceGTX","96012","48000","0.0127614399999999","0.3371202090173339","gold2","0.349881649017334","0.3498816490173338","1"
"npb-3.3-BT-x_solve1","5000","GeForceGTX","160012","80000","0.0120656","0.305009652532959","gold2","0.317075252532959","0.317075252532959","1"
"npb-3.3-BT-x_solve1","7000","GeForceGTX","224012","112000","0.0119587199999999","0.4375985843823242","gold2","0.4495573043823242","0.4495573043823241","1"
"npb-3.3-BT-x_solve3","1000","GeForceGTX","16012","8000","0.0121751999999999","0.2539893412445068","gold2","0.2661645412445068","0.2661645412445066","1"
"npb-3.3-BT-x_solve3","3000","GeForceGTX","48012","24000","0.0127147199999999","0.2710892198193359","gold2","0.2838039398193359","0.2838039398193358","1"
"npb-3.3-BT-y_solve1","1000","GeForceGTX","32012","16000","0.012936","0.2605074604644775","gold2","0.2734434604644775","0.2734434604644775","1"
"npb-3.3-BT-y_solve1","3000","GeForceGTX","96012","48000","0.01275952","0.3420550094189453","gold2","0.3548145294189453","0.3548145294189453","1"
"npb-3.3-BT-y_solve3","1000","GeForceGTX","16012","8000","0.01188576","0.2207809708807373","gold2","0.2326667308807373","0.2326667308807373","1"
"npb-3.3-BT-y_solve3","3000","GeForceGTX","48012","24000","0.0129443199999999","0.2481073348156738","gold2","0.2610516548156738","0.2610516548156737","1"
"npb-3.3-BT-z_solve3","1000","GeForceGTX","16012","8000","0.01265696","0.2787584929571533","gold2","0.2914154529571533","0.2914154529571533","1"
"npb-3.3-BT-z_solve3","3000","GeForceGTX","48012","24000","0.01285856","0.2455788350958252","gold2","0.2584373950958252","0.2584373950958252","1"
"npb-3.3-CG-conj_grad_0","1000","GeForceGTX","8000","32000","0.0107628799999999","0.240253736821289","gold2","0.251016616821289","0.2510166168212889","1"
"npb-3.3-CG-conj_grad_0","3000","GeForceGTX","24000","96000","0.0091152","0.3280372810791016","gold2","0.3371524810791015","0.3371524810791015","1"
"npb-3.3-CG-conj_grad_0","5000","GeForceGTX","40000","160000","0.00901984","0.3474612352868652","gold2","0.3564810752868652","0.3564810752868652","1"
"npb-3.3-CG-conj_grad_0","7000","GeForceGTX","56000","224000","0.0098836799999999","0.3341602901080322","gold2","0.3440439701080322","0.3440439701080321","1"
"npb-3.3-CG-conj_grad_0","9000","GeForceGTX","72000","288000","0.0099656","0.4065874204772949","gold2","0.4165530204772949","0.4165530204772949","1"
"npb-3.3-CG-conj_grad_0","11000","GeForceGTX","88000","352000","0.00936144","0.3623748480706787","gold2","0.3717362880706787","0.3717362880706787","1"
"npb-3.3-CG-conj_grad_0","13000","GeForceGTX","104000","416000","0.00814256","0.3709835119299316","gold2","0.3791260719299316","0.3791260719299316","1"
"npb-3.3-CG-conj_grad_0","15000","GeForceGTX","120000","480000","0.00777424","0.4224711594750976","gold2","0.4302453994750976","0.4302453994750976","1"
"npb-3.3-CG-conj_grad_0","17000","GeForceGTX","136000","544000","0.00636992","0.4185217902813721","gold2","0.424891710281372","0.424891710281372","1"
"npb-3.3-CG-conj_grad_0","19000","GeForceGTX","152000","608000","0.00468208","0.5082051594561767","gold2","0.5128872394561768","0.5128872394561768","1"
"npb-3.3-CG-main_0","1000","GeForceGTX","8008","4000","0.0106673599999999","0.2795631526190185","gold2","0.2902305126190185","0.2902305126190184","1"
"npb-3.3-CG-main_0","3000","GeForceGTX","24008","12000","0.01183104","0.2413957170495605","gold2","0.2532267570495605","0.2532267570495605","1"
"npb-3.3-CG-main_0","5000","GeForceGTX","40008","20000","0.01470912","0.2863503644818115","gold2","0.3010594844818115","0.3010594844818115","1"
"npb-3.3-CG-main_0","7000","GeForceGTX","56008","28000","0.02068416","0.2511010992468261","gold2","0.2717852592468261","0.2717852592468261","1"
"npb-3.3-CG-main_0","9000","GeForceGTX","72008","36000","0.02764784","0.3119114766351318","gold2","0.3395593166351318","0.3395593166351318","1"
"npb-3.3-CG-main_0","11000","GeForceGTX","88008","44000","0.03541072","0.3251055897381592","gold2","0.3605163097381592","0.3605163097381592","1"
"npb-3.3-CG-main_0","13000","GeForceGTX","104008","52000","0.0442305599999999","0.2704771960424805","gold2","0.3147077560424804","0.3147077560424804","1"
"npb-3.3-CG-main_0","15000","GeForceGTX","120008","60000","0.05354064","0.3065322111810303","gold2","0.3600728511810303","0.3600728511810303","1"
"npb-3.3-CG-main_0","17000","GeForceGTX","136008","68000","0.06574816","0.2835684369848633","gold2","0.3493165969848633","0.3493165969848633","1"
"npb-3.3-CG-main_0","19000","GeForceGTX","152008","76000","0.07886432","0.2912054222027588","gold2","0.3700697422027588","0.3700697422027588","1"
"npb-3.3-CG-makea_1","1000","GeForceGTX","20004","8000","23.92510336","0.2848406497808848","gold2","24.209944009780884","24.209944009780887","1"
"npb-3.3-CG-makea_2","1000","GeForceGTX","16000","4000","0.22107984","0.2842364174768066","gold2","0.5053162574768066","0.5053162574768066","1"
"npb-3.3-CG-makea_2","3000","GeForceGTX","48000","12000","1.0720104","0.268086788949585","gold2","1.340097188949585","1.340097188949585","1"
"npb-3.3-CG-makea_2","5000","GeForceGTX","80000","20000","1.816608","0.2432260034484864","gold2","2.0598340034484863","2.0598340034484863","1"
"npb-3.3-CG-makea_2","7000","GeForceGTX","112000","28000","2.91921568","0.299911975029297","gold2","3.219127655029297","3.2191276550292973","1"
"npb-3.3-CG-makea_2","9000","GeForceGTX","144000","36000","4.45157824","0.2605456308496096","gold2","4.712123870849609","4.712123870849609","1"
"npb-3.3-CG-makea_2","11000","GeForceGTX","176000","44000","5.79519744","0.2697110644860842","gold2","6.064908504486084","6.064908504486084","1"
"npb-3.3-CG-makea_2","13000","GeForceGTX","208000","52000","7.706788159999999","0.2813571914099124","gold2","7.988145351409912","7.988145351409912","1"
"npb-3.3-CG-makea_2","15000","GeForceGTX","240000","60000","9.47457808","0.2763019229754643","gold2","9.750880002975464","9.750880002975466","1"
"npb-3.3-CG-makea_2","17000","GeForceGTX","272000","68000","11.03015856","0.3041748597998052","gold2","11.334333419799805","11.334333419799805","1"
"npb-3.3-CG-makea_2","19000","GeForceGTX","304000","76000","13.52724512","0.302024289179688","gold2","13.829269409179688","13.829269409179688","1"
"npb-3.3-CG-makea_4","1000","GeForceGTX","12008","8000","0.46468368","0.3048265891650391","gold2","0.7695102691650391","0.7695102691650391","1"
"npb-3.3-CG-makea_4","3000","GeForceGTX","36008","24000","1.77082096","0.2932831202001953","gold2","2.064104080200196","2.0641040802001958","1"
"npb-3.3-CG-makea_4","5000","GeForceGTX","60008","40000","3.4721192","0.2918700101287843","gold2","3.763989210128784","3.763989210128784","1"
"npb-3.3-CG-makea_4","7000","GeForceGTX","84008","56000","5.57431184","0.2915207272149661","gold2","5.865832567214966","5.865832567214966","1"
"npb-3.3-CG-makea_4","9000","GeForceGTX","108008","72000","7.98846736","0.2589820380407718","gold2","8.247449398040771","8.247449398040771","1"
"npb-3.3-CG-makea_4","11000","GeForceGTX","132008","88000","10.39495488","0.2667794625750737","gold2","10.661734342575071","10.661734342575071","1"
"npb-3.3-CG-makea_4","13000","GeForceGTX","156008","104000","14.08144912","0.2835218024700934","gold2","14.364970922470093","14.364970922470093","1"
"npb-3.3-CG-makea_4","15000","GeForceGTX","180008","120000","17.10775072","0.2886313734295662","gold2","17.396382093429565","17.396382093429565","1"
"npb-3.3-CG-makea_4","17000","GeForceGTX","204008","136000","20.93906112","0.2876334638928231","gold2","21.226694583892822","21.226694583892822","1"
"npb-3.3-CG-makea_4","19000","GeForceGTX","228008","152000","23.8543888","0.3010062309753429","gold2","24.155395030975345","24.155395030975345","1"
"npb-3.3-CG-makea_5","1000","GeForceGTX","12008","4000","0.198456","0.286930848449707","gold2","0.485386848449707","0.485386848449707","1"
"npb-3.3-CG-makea_5","3000","GeForceGTX","36008","12000","0.9222264","0.2536969474731446","gold2","1.1759233474731443","1.1759233474731443","1"
"npb-3.3-CG-makea_5","5000","GeForceGTX","60008","20000","1.50201072","0.3233696053173829","gold2","1.8253803253173828","1.8253803253173828","1"
"npb-3.3-CG-makea_5","7000","GeForceGTX","84008","28000","2.53102","0.3261155342864991","gold2","2.857135534286499","2.857135534286499","1"
"npb-3.3-CG-makea_5","9000","GeForceGTX","108008","36000","3.80053712","0.3005294693554689","gold2","4.101066589355469","4.101066589355469","1"
"npb-3.3-CG-makea_5","11000","GeForceGTX","132008","44000","4.97666352","0.3110540607952883","gold2","5.287717580795288","5.287717580795288","1"
"npb-3.3-CG-makea_5","13000","GeForceGTX","156008","52000","6.507921919999999","0.3246264598980716","gold2","6.832548379898071","6.832548379898071","1"
"npb-3.3-CG-makea_5","15000","GeForceGTX","180008","60000","7.895472639999999","0.3398376760858158","gold2","8.235310316085815","8.235310316085814","1"
"npb-3.3-CG-makea_5","17000","GeForceGTX","204008","68000","9.46578576","0.294131499216309","gold2","9.759917259216309","9.759917259216309","1"
"npb-3.3-CG-makea_5","19000","GeForceGTX","228008","76000","11.13881536","0.2936821413732915","gold2","11.432497501373293","11.432497501373293","1"
"npb-3.3-CG-makea_6","1000","GeForceGTX","16008","12000","0.46200416","0.3158376464117431","gold2","0.7778418064117432","0.7778418064117432","1"
"npb-3.3-CG-makea_6","3000","GeForceGTX","48008","36000","1.43856528","0.267972920378418","gold2","1.706538200378418","1.706538200378418","1"
"npb-3.3-CG-makea_6","5000","GeForceGTX","80008","60000","2.70681776","0.2752514939215089","gold2","2.982069253921509","2.982069253921509","1"
"npb-3.3-CG-makea_6","7000","GeForceGTX","112008","84000","3.57931104","0.3204849690637208","gold2","3.8997960090637207","3.8997960090637207","1"
"npb-3.3-CG-makea_6","9000","GeForceGTX","144008","108000","5.945860799999999","0.3212111623565677","gold2","6.267071962356567","6.267071962356567","1"
"npb-3.3-CG-makea_6","11000","GeForceGTX","176008","132000","8.49399888","0.3789964965869145","gold2","8.872995376586914","8.872995376586914","1"
"npb-3.3-CG-makea_6","13000","GeForceGTX","208008","156000","9.69962784","0.3597813015405278","gold2","10.059409141540527","10.059409141540527","1"
"npb-3.3-CG-makea_6","15000","GeForceGTX","240008","180000","14.00104192","0.3439292599621589","gold2","14.344971179962158","14.34497117996216","1"
"npb-3.3-CG-makea_6","17000","GeForceGTX","272008","204000","13.1660248","0.3479348462249762","gold2","13.513959646224976","13.513959646224976","1"
"npb-3.3-CG-makea_6","19000","GeForceGTX","304008","228000","16.56311632","0.4018795410534677","gold2","16.964995861053467","16.964995861053467","1"
"npb-3.3-CG-makea_7","1000","GeForceGTX","8008","4000","0.0109302399999999","0.2102649809472656","gold2","0.2211952209472656","0.2211952209472655","1"
"npb-3.3-CG-makea_7","3000","GeForceGTX","24008","12000","0.0098704","0.2498723368164062","gold2","0.2597427368164062","0.2597427368164062","1"
"npb-3.3-CG-makea_7","5000","GeForceGTX","40008","20000","0.00921552","0.2992528218273926","gold2","0.3084683418273926","0.3084683418273926","1"
"npb-3.3-CG-makea_7","7000","GeForceGTX","56008","28000","0.0091512","0.3190486634338378","gold2","0.3281998634338379","0.3281998634338378","1"
"npb-3.3-CG-makea_7","9000","GeForceGTX","72008","36000","0.00927536","0.2598861027838134","gold2","0.2691614627838135","0.2691614627838134","1"
"npb-3.3-CG-makea_7","11000","GeForceGTX","88008","44000","0.0088849599999999","0.2357718412237548","gold2","0.2446568012237548","0.2446568012237547","1"
"npb-3.3-CG-makea_7","13000","GeForceGTX","104008","52000","0.0091043199999999","0.2394696984783935","gold2","0.2485740184783935","0.2485740184783934","1"
"npb-3.3-CG-makea_7","15000","GeForceGTX","120008","60000","0.0090777599999999","0.2649414813330078","gold2","0.2740192413330078","0.2740192413330077","1"
"npb-3.3-CG-makea_7","17000","GeForceGTX","136008","68000","0.00986464","0.2398287537072753","gold2","0.2496933937072754","0.2496933937072753","1"
"npb-3.3-CG-makea_7","19000","GeForceGTX","152008","76000","0.00966096","0.2722666256018066","gold2","0.2819275856018066","0.2819275856018066","1"
"npb-3.3-LU-blts","1000","GeForceGTX","32024","8000","0.0106086399999999","0.2437947127374267","gold2","0.2544033527374267","0.2544033527374266","1"
"npb-3.3-LU-buts","1000","GeForceGTX","32024","8000","0.010456","0.3202901738586425","gold2","0.3307461738586426","0.3307461738586425","1"
"npb-3.3-LU-erhs1","1000","GeForceGTX","8012","16000","0.01011744","0.2588771297784424","gold2","0.2689945697784424","0.2689945697784424","1"
"npb-3.3-LU-erhs1","3000","GeForceGTX","24012","48000","0.0092231999999999","0.2460205782287597","gold2","0.2552437782287597","0.2552437782287596","1"
"npb-3.3-LU-erhs1","5000","GeForceGTX","40012","80000","0.00969344","0.2446336187921142","gold2","0.2543270587921142","0.2543270587921142","1"
"npb-3.3-LU-erhs1","7000","GeForceGTX","56012","112000","0.0100264","0.2830746723114014","gold2","0.2931010723114013","0.2931010723114013","1"
"npb-3.3-LU-erhs1","9000","GeForceGTX","72012","144000","0.0109372799999999","0.3942741686694336","gold2","0.4052114486694336","0.4052114486694335","1"
"npb-3.3-LU-erhs1","11000","GeForceGTX","88012","176000","0.01142352","0.2924218855786132","gold2","0.3038454055786133","0.3038454055786132","1"
