"kernel","gsize","device","input_bytes","output_bytes","device_mean","transfer_mean","machine","hostcode_mean","devicetransfer","#device","#machine"
"shoc-1.1.5-S3D-rdwdot_kernel","1000","GeForceGTX","0.01908504993449595","0.005924950625411455","0.01032352","0.3178787276196289","gold2","0.3282022476196289","0.002061295413453185","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","3000","GeForceGTX","0.05858498080961692","0.019091507570770244","0.01351872","0.2456363150189209","gold2","0.2591550350189209","0.001153755722047079","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","5000","GeForceGTX","0.09808491168473789","0.03225806451612903","0.01354976","0.2666588276464843","gold2","0.2802085876464844","0.0014304784735521157","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","7000","GeForceGTX","0.13758484255985887","0.04542462146148782","0.0164752","0.3330547816131591","gold2","0.3495299816131592","0.00234162193783893","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","9000","GeForceGTX","0.17708477343497983","0.05859117840684661","0.01903264","0.320630388717041","gold2","0.339663028717041","0.0022119331198667213","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","11000","GeForceGTX","0.2165847043101008","0.07175773535220539","0.02184864","0.322697201217041","gold2","0.344545841217041","0.002276111614298781","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","13000","GeForceGTX","0.25608463518522173","0.08492429229756418","0.02518832","0.35864055840271","gold2","0.3838288784027099","0.0027924382566375788","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","15000","GeForceGTX","0.2955845660603427","0.09809084924292298","0.02569856","0.3380113666052246","gold2","0.3637099266052246","0.0025279996700824274","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","17000","GeForceGTX","0.3350844969354637","0.11125740618828177","0.03009216","0.3563497860296631","gold2","0.3864419460296631","0.0028267837790484874","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","19000","GeForceGTX","0.37458442781058465","0.12442396313364056","0.03173888","0.3112536641741943","gold2","0.3429925441741943","0.0022556954575006917","1","2"
"shoc-1.1.5-S3D-rdwdot_kernel","1000","QuadroM4000","0.01908504993449595","0.005924950625411455","0.01241072","0.1855994862225342","dungani","0.1980102062225341","0.00035008303249403","1","3"
"shoc-1.1.5-S3D-rdwdot_kernel","1000","TeslaK40","0.01908504993449595","0.005924950625411455","0.0201196799999999","0.1861553062670898","dungani","0.2062749862670898","0.00045871328198071734","1","3"
"shoc-1.1.5-S3D-rdwdot_kernel","3000","QuadroM4000","0.05858498080961692","0.019091507570770244","0.01711376","0.1968085021917724","dungani","0.2139222621917724","0.0005592272081969486","1","3"
"shoc-1.1.5-S3D-rdwdot_kernel","3000","TeslaK40","0.05858498080961692","0.019091507570770244","0.020856","0.1981016625823974","dungani","0.2189576625823974","0.0006254112805800117","1","3"
"shoc-1.1.5-S3D-rdwdot_kernel","5000","QuadroM4000","0.09808491168473789","0.03225806451612903","0.02329168","0.2074557813189697","dungani","0.2307474613189697","0.0007803735144503943","1","3"
