"kernel","gsize","device","input_bytes","output_bytes","device_mean","transfer_mean","machine","hostcode_mean","devicetransfer","#device","#machine"
"nvidia-4.2-DotProduct-DotProduct","9000","CPU","0.0788463647329751","0.0390522158841597","0.5911806399999999","0.8057650749505616","epyc7","1.3969457149505615","0.0085409694107359","0","7"
"nvidia-4.2-DotProduct-DotProduct","11000","CPU","0.0963921482618708","0.0478279947345326","0.416220955","0.2265030821704101","epyc7","0.6427240371704102","0.0005424846408427","0","7"
"nvidia-4.2-DotProduct-DotProduct","13000","CPU","0.1139379317907665","0.0566037735849056","0.63036539","0.2664401348260498","epyc7","0.8968055248260498","0.0032370066483603","0","7"
"nvidia-4.2-DotProduct-DotProduct","15000","CPU","0.1314837153196622","0.0653795524352786","0.6846907999999999","0.2479085061065674","epyc7","0.9325993061065674","0.0036165979845199","0","7"
"nvidia-4.2-DotProduct-DotProduct","17000","CPU","0.1490294988485579","0.0741553312856516","0.59191995","0.2399033989990234","epyc7","0.8318233489990234","0.0025478737859945","0","7"
"nvidia-4.2-DotProduct-DotProduct","19000","CPU","0.1665752823774536","0.0829311101360245","0.72095042","0.2926217960339355","epyc7","1.0135722160339355","0.0044753118161539","0","7"
"npb-3.3-CG-conj_grad_0","100","CPU","0.0007632415835069","0.0030715225976305","0.587309875","0.3405592064971924","silver1","0.9278690814971924","0.0035664341790886","0","1"
"npb-3.3-CG-conj_grad_0","200","CPU","0.0016405307599517","0.0065818341377797","0.6562751","0.1735514933990478","silver1","0.8298265933990479","0.00252669828849","0","1"
"npb-3.3-CG-conj_grad_0","300","CPU","0.0025178199363965","0.0100921456779289","0.549505845","0.303998097489624","silver1","0.853503942489624","0.0027777954415841","0","1"
"npb-3.3-CG-conj_grad_0","400","CPU","0.0033951091128413","0.0136024572180781","0.552042025","0.1717848602233886","silver1","0.7238268852233887","0.0014025764600755","0","1"
"npb-3.3-CG-conj_grad_0","500","CPU","0.0042723982892861","0.0171127687582272","0.5718512849999999","0.1559714956091309","silver1","0.7278227806091309","0.0014449527392604","0","1"
"npb-3.3-CG-conj_grad_0","600","CPU","0.0051496874657308","0.0206230802983764","0.6348589099999999","0.3220877014044189","silver1","0.956946611404419","0.003874799991105","0","1"
"npb-3.3-CG-conj_grad_0","700","CPU","0.0060269766421756","0.0241333918385256","0.55842898","0.1710555781054688","silver1","0.7294845581054688","0.0014625758100193","0","1"
"npb-3.3-CG-conj_grad_0","800","CPU","0.0069042658186204","0.0276437033786748","0.5476702999999999","0.1607642817565918","silver1","0.7084345817565918","0.0012393418190146","0","1"
"npb-3.3-CG-conj_grad_0","900","CPU","0.0077815549950652","0.031154014918824","0.550608835","0.186092653494873","silver1","0.736701488494873","0.0015391110111487","0","1"
"npb-3.3-CG-conj_grad_0","1000","CPU","0.00865884417151","0.0346643264589732","0.3264936499999999","0.5061987347198487","epyc7","0.8326923847198486","0.0025570898681919","0","7"
"npb-3.3-CG-conj_grad_0","3000","CPU","0.0262046277004057","0.104870557261957","0.33209509","0.702680882366333","epyc7","1.034775972366333","0.0047001766365186","0","7"
"npb-3.3-CG-conj_grad_0","5000","CPU","0.0437504112293014","0.1750767880649407","0.453604395","0.743222301395874","epyc7","1.196826696395874","0.006418716803536","0","7"
"npb-3.3-CG-conj_grad_0","7000","CPU","0.0612961947581971","0.2452830188679245","0.5119595849999999","0.2883269464483642","epyc7","0.8002865314483643","0.0022134273463054","0","7"
"npb-3.3-CG-conj_grad_0","9000","CPU","0.0788419782870928","0.3154892496709083","0.611317575","0.7307322621124268","epyc7","1.3420498371124268","0.0079588012554655","0","7"
"npb-3.3-CG-conj_grad_0","11000","CPU","0.0963877618159886","0.385695480473892","0.56660691","0.2515192916296387","epyc7","0.8181262016296387","0.0024026161941583","0","7"
"npb-3.3-CG-conj_grad_0","13000","CPU","0.1139335453448843","0.4559017112768758","0.658011055","0.2785138130114746","epyc7","0.9365248680114746","0.0036582283805092","0","7"
"npb-3.3-CG-conj_grad_0","15000","CPU","0.13147932887378","0.5261079420798596","0.739053235","0.324634566361084","epyc7","1.063687801361084","0.0050067851982943","0","7"
"npb-3.3-CG-conj_grad_0","17000","CPU","0.1490251124026757","0.5963141728828434","0.6845274499999999","0.2796396680725098","epyc7","0.9641671180725098","0.0039513731184985","0","7"
"npb-3.3-CG-conj_grad_0","19000","CPU","0.1665708959315714","0.6665204036858271","0.706073435","0.2446778696264648","epyc7","0.9507513046264648","0.003809099059445","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","1000","CPU","0.0525276894396315","0.0522158841597191","1.676285055","1.375010225456543","silver1","3.051295280456543","0.0260852673189116","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","3000","CPU","0.1578023906130058","0.1575252303641948","1.401875195","1.3471422820355226","silver1","2.7490174770355225","0.0228796256910339","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","5000","CPU","0.2630770917863801","0.2628345765686705","3.35612348","1.410381284556885","silver1","4.766504764556885","0.0442749817489335","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","7000","CPU","0.3683517929597543","0.3681439227731461","4.330174045","0.2130469518566896","silver1","4.5432209968566895","0.0419070680865063","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","9000","CPU","0.4736264941331286","0.4734532689776217","10.221874385","1.273725361704102","silver1","11.495599746704102","0.1156367117489005","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","11000","CPU","0.5789011953065029","0.5787626151820974","9.89083629","1.2791766608972173","silver1","11.170012950897217","0.11218387937314","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","13000","CPU","0.6841758964798772","0.6840719613865731","12.091261615","1.3552577598474127","silver1","13.446519374847412","0.1363261209673114","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","15000","CPU","0.7894505976532514","0.7893813075910487","14.01909797","0.1886835832684332","silver1","14.207781553268433","0.1443992699093007","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","17000","CPU","0.8947252988266258","0.8946906537955244","16.91467479","0.2030150579461676","silver1","17.117689847946167","0.1752587080061597","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","19000","CPU","1.0","1.0","21.55541687","0.2060493947247323","silver1","21.76146626472473","0.2245057344953923","0","1"
"amd-app-sdk-3.0-BinomialOption-binomial_options","1000","CPU","0.0525276894396315","0.0522158841597191","0.89118239","1.4458537428125","epyc7","2.3370361328125","0.0185105832671319","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","3000","CPU","0.1578023906130058","0.1575252303641948","6.791202735","1.6802921781011968","epyc7","8.471494913101196","0.0835662248261102","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","5000","CPU","0.2630770917863801","0.2628345765686705","2.3816698","1.183766801638794","epyc7","3.565436601638794","0.0315377114055793","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","7000","CPU","0.3683517929597543","0.3681439227731461","3.401555415","0.2957183162316896","epyc7","3.6972737312316895","0.0329358378506569","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","9000","CPU","0.4736264941331286","0.4734532689776217","2.39442325","1.207627292831421","epyc7","3.602050542831421","0.0319260004983258","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","11000","CPU","0.5789011953065029","0.5787626151820974","4.02777835","0.285942114706421","epyc7","4.313720464706421","0.039473225934834","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","13000","CPU","0.6841758964798772","0.6840719613865731","6.63239999","0.3014739018304446","epyc7","6.933873891830444","0.0672598275389102","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","15000","CPU","0.7894505976532514","0.7893813075910487","6.743356065","0.3226446349969485","epyc7","7.066000699996948","0.0686610260113869","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","17000","CPU","0.8947252988266258","0.8946906537955244","7.659272124999999","0.3269992563781742","epyc7","7.986271381378174","0.0784204525116586","0","7"
"amd-app-sdk-3.0-BinomialOption-binomial_options","19000","CPU","1.0","1.0","7.937270284999999","0.2746845470770266","epyc7","8.211954832077026","0.0808138146973553","0","7"
"shoc-1.1.5-Scan-reduce","100","CPU","0.0007676280293891","0.0004387889425186","0.531997135","1.0921912881567384","silver1","1.6241884231567385","0.0109508674476181","0","1"
"shoc-1.1.5-Scan-reduce","200","CPU","0.0016449172058339","0.0013163668275559","0.55362375","1.1846229293060302","silver1","1.7382466793060305","0.0121604497913341","0","1"
